stable_gene_id,KO_E12_FCL_1,KO_E12_FCL_2,KO_E12_FCL_3,S200A_3_FCL_1,S200A_3_FCL_2,S200A_3_FCL_3,S200A_5_FCL_1,S200A_5_FCL_2,S200WT_1_FCL_1,S200WT_1_FCL_2,S200WT_2_FCL_3
ENSMUSG00000027115,335,277,248,187,360,327,275,191,7,18,128
ENSMUSG00000027120,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000027122,316,263,226,141,262,376,251,222,2,11,211
ENSMUSG00000027130,67,50,42,35,49,78,73,57,2,6,113
ENSMUSG00000027131,473,419,349,293,677,616,528,354,4,23,293
ENSMUSG00000027132,1047,846,711,776,1155,1077,1330,733,7,86,602
ENSMUSG00000027133,2331,1741,1603,1849,3158,3457,3422,2054,37,155,1096
ENSMUSG00000027134,0,3,0,0,0,9,0,0,0,0,0
ENSMUSG00000027157,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000027160,1912,1528,1379,972,2098,1920,2362,1432,40,120,928
ENSMUSG00000027162,420,363,306,278,558,602,515,371,21,65,483
ENSMUSG00000027163,170,112,152,179,201,154,238,67,10,36,131
ENSMUSG00000027164,126,88,66,65,89,107,84,75,2,7,51
ENSMUSG00000027165,257,176,168,299,265,222,436,143,44,55,315
ENSMUSG00000027166,121,83,63,20,59,139,55,96,0,4,30
ENSMUSG00000027167,148,76,67,43,50,134,53,121,1,5,39
ENSMUSG00000027168,1,3,5,2,6,6,5,1,0,0,0
ENSMUSG00000027170,1754,1431,1141,292,1569,2182,897,1437,0,18,378
ENSMUSG00000027171,41,48,60,35,98,53,50,34,0,4,33
ENSMUSG00000027173,168,151,99,19,99,225,88,132,1,0,52
ENSMUSG00000027175,29,6,16,13,51,44,28,50,3,10,24
ENSMUSG00000027176,698,482,448,322,656,684,620,467,19,51,569
ENSMUSG00000027177,14,17,20,22,53,68,56,27,0,2,41
ENSMUSG00000027180,280,200,207,179,284,253,338,223,7,20,255
ENSMUSG00000027184,3680,3917,2872,2216,4366,4592,4205,2445,87,257,2085
ENSMUSG00000027185,590,521,492,504,633,572,699,371,7,53,376
ENSMUSG00000027186,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000027187,1258,909,759,759,1071,1219,1378,829,22,114,902
ENSMUSG00000027188,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000027189,121,133,96,169,283,283,278,151,16,28,164
ENSMUSG00000027193,1771,1520,1145,427,1710,2318,873,1321,8,35,501
ENSMUSG00000027194,65,50,29,26,46,79,53,57,1,7,46
ENSMUSG00000027195,686,643,566,995,1380,1023,1699,574,78,185,1143
ENSMUSG00000027196,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000027198,84,92,56,101,158,209,138,86,3,21,105
ENSMUSG00000027199,5,0,3,1,5,14,2,15,0,2,9
ENSMUSG00000027200,0,0,1,0,0,0,0,0,0,0,0
ENSMUSG00000027201,469,392,355,127,281,372,458,293,27,18,323
ENSMUSG00000027202,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000027203,3198,2526,1975,783,1722,2379,1809,1855,65,124,905
ENSMUSG00000027204,16,3,3,13,11,10,37,10,0,1,16
ENSMUSG00000027206,618,601,436,457,688,721,785,505,20,63,444
ENSMUSG00000027207,98,109,64,39,79,107,64,92,2,3,63
ENSMUSG00000027208,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000027209,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000027210,38,22,26,223,432,359,154,110,0,0,3
ENSMUSG00000027215,0,1,1,1,0,2,6,1,1,1,11
ENSMUSG00000027217,1,1,0,1,6,0,0,1,0,0,1
ENSMUSG00000027219,0,0,0,0,0,0,0,0,0,0,1
ENSMUSG00000027220,0,1,0,0,0,0,2,6,0,0,2
ENSMUSG00000027221,3,2,6,4,6,5,20,3,1,8,31
ENSMUSG00000027222,99,80,59,50,97,109,106,78,2,7,57
ENSMUSG00000027223,37,34,24,32,52,82,96,69,2,5,62
ENSMUSG00000027224,0,0,0,2,0,1,6,0,0,0,0
ENSMUSG00000027225,0,0,0,0,0,0,2,0,0,0,1
ENSMUSG00000027227,109,102,86,46,109,135,223,163,17,14,146
ENSMUSG00000027229,7,6,6,4,6,10,3,3,0,0,6
ENSMUSG00000027230,30,15,12,11,20,46,40,37,0,0,50
ENSMUSG00000027233,6,4,5,1,2,2,3,0,0,0,4
ENSMUSG00000027236,458,396,281,77,394,569,202,416,6,13,177
ENSMUSG00000027238,14,13,15,16,31,28,24,21,1,2,25
ENSMUSG00000027239,556,622,389,246,563,765,1553,691,21,91,1454
ENSMUSG00000027242,567,457,462,395,686,616,570,412,21,42,292
ENSMUSG00000027243,79,36,48,38,42,59,41,36,0,3,31
ENSMUSG00000027244,230,163,124,147,241,180,177,114,6,6,86
ENSMUSG00000027245,2240,1975,1578,2112,2706,3401,2886,1735,119,283,1546
ENSMUSG00000027246,22,17,11,7,17,32,14,22,0,2,4
ENSMUSG00000027247,352,283,220,262,427,448,446,204,5,22,308
ENSMUSG00000027248,2236,1963,2126,2160,3649,2195,4259,1284,69,310,2098
ENSMUSG00000027249,1,3,0,2,2,1,4,3,0,0,3
ENSMUSG00000027253,6,11,3,2,7,8,6,16,0,0,3
ENSMUSG00000027254,465,433,383,278,444,316,732,212,39,113,596
ENSMUSG00000027255,279,203,248,232,486,360,419,194,3,29,292
ENSMUSG00000027257,133,107,113,95,171,120,219,127,8,11,148
ENSMUSG00000027259,119,110,96,84,120,123,134,80,1,15,86
ENSMUSG00000027261,3,0,0,0,0,1,0,1,0,0,0
ENSMUSG00000027263,280,231,184,268,335,335,386,190,19,27,213
ENSMUSG00000027270,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000027272,259,203,149,114,252,263,223,244,15,30,281
ENSMUSG00000027273,1,1,0,0,0,1,1,0,0,0,0
ENSMUSG00000027274,547,485,419,318,580,586,635,287,11,47,367
ENSMUSG00000027276,194,145,147,114,230,241,170,105,3,3,15
ENSMUSG00000027281,112,69,58,58,86,67,64,56,2,4,73
ENSMUSG00000027282,2486,1790,1789,2165,2654,2597,3578,1648,81,329,2061
ENSMUSG00000027284,55,63,43,15,65,78,59,55,0,0,22
ENSMUSG00000027285,426,323,269,269,453,443,317,256,12,15,151
ENSMUSG00000027286,85,107,53,2,17,126,7,68,1,0,22
ENSMUSG00000027287,294,278,270,264,386,346,544,235,29,70,502
ENSMUSG00000027288,3016,2567,2493,3346,4724,3278,5770,2483,273,470,2987
ENSMUSG00000027291,163,101,118,146,188,172,306,127,15,38,199
ENSMUSG00000027293,565,419,405,593,833,654,943,444,22,126,840
ENSMUSG00000027296,16,16,21,11,24,39,9,13,0,3,1
ENSMUSG00000027297,0,0,0,0,0,0,0,0,0,0,2
ENSMUSG00000027298,319,248,184,332,630,466,502,182,6,22,118
ENSMUSG00000027300,61,73,56,60,96,76,147,60,2,18,76
ENSMUSG00000027301,0,0,0,0,1,0,0,0,0,0,0
ENSMUSG00000027303,206,155,186,222,328,210,490,203,18,36,374
ENSMUSG00000027304,1726,1356,1207,873,2464,2016,2075,1481,23,128,1305
ENSMUSG00000027305,119,97,65,87,155,116,158,86,3,12,92
ENSMUSG00000027306,1866,1270,1428,1292,2450,1553,2512,1247,35,101,762
ENSMUSG00000027309,82,86,66,72,82,92,125,81,12,39,274
ENSMUSG00000027312,57,44,37,20,32,85,32,38,0,0,32
ENSMUSG00000027313,168,117,93,22,29,59,137,106,7,11,112
ENSMUSG00000027314,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000027315,185,122,103,328,426,306,452,248,14,37,414
ENSMUSG00000027316,2,4,7,9,16,11,25,6,0,0,15
ENSMUSG00000027317,1,2,1,3,3,7,4,2,0,0,8
ENSMUSG00000027318,3,2,1,3,0,1,0,0,0,0,6
ENSMUSG00000027322,431,221,270,118,459,425,319,259,1,11,310
ENSMUSG00000027323,735,529,439,403,789,919,683,564,25,43,234
ENSMUSG00000027324,84,65,51,114,89,103,114,64,6,13,47
ENSMUSG00000027326,624,552,506,323,704,514,808,468,12,47,300
ENSMUSG00000027327,518,370,275,110,459,539,335,351,1,6,222
ENSMUSG00000027329,21,15,4,46,30,35,40,11,1,5,21
ENSMUSG00000027330,541,369,373,462,718,562,1000,411,17,78,449
ENSMUSG00000027331,419,342,279,243,433,495,470,294,6,19,178
ENSMUSG00000027332,171,129,104,205,266,284,343,190,5,22,170
ENSMUSG00000027333,47,15,31,66,113,78,144,63,0,6,84
ENSMUSG00000027335,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000027338,0,2,0,0,0,0,1,0,0,0,1
ENSMUSG00000027339,29,16,9,11,42,43,38,46,1,2,30
ENSMUSG00000027340,115,102,71,25,92,176,112,130,0,5,52
ENSMUSG00000027341,187,152,116,92,174,172,175,116,3,19,146
ENSMUSG00000027342,2599,2395,1349,770,1915,3482,1588,1974,17,79,731
ENSMUSG00000027344,15,9,6,10,16,12,5,4,0,1,15
ENSMUSG00000027345,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000027346,23,25,23,14,41,35,39,13,1,3,19
ENSMUSG00000027347,7,6,10,6,5,7,17,2,0,0,4
ENSMUSG00000027349,606,551,427,344,594,778,608,460,10,34,342
ENSMUSG00000027350,0,0,0,0,0,0,0,3,0,0,2
ENSMUSG00000027351,639,576,446,441,929,928,703,507,14,32,497
ENSMUSG00000027353,148,102,136,94,140,121,167,119,3,18,70
ENSMUSG00000027355,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000027356,0,0,0,2,2,1,3,1,0,1,3
ENSMUSG00000027357,291,286,186,54,220,419,160,172,2,3,78
ENSMUSG00000027358,0,0,0,0,0,6,1,0,0,1,4
ENSMUSG00000027359,50,59,57,100,126,107,111,57,2,6,25
ENSMUSG00000027360,0,0,0,1,1,1,0,0,0,0,0
ENSMUSG00000027361,223,205,132,96,171,262,196,163,4,18,102
ENSMUSG00000027363,718,543,490,475,813,773,889,489,39,106,504
ENSMUSG00000027364,47,48,65,159,144,66,204,29,15,29,119
ENSMUSG00000027365,532,476,418,413,690,568,990,448,44,86,570
ENSMUSG00000027366,124,141,92,97,222,206,211,165,8,19,193
ENSMUSG00000027367,511,330,323,664,747,613,1108,536,19,117,631
ENSMUSG00000027368,3,0,4,1,4,7,5,13,0,1,43
ENSMUSG00000027371,16,12,7,11,24,20,32,12,3,6,31
ENSMUSG00000027374,2245,1871,1663,1564,2666,2432,2965,1560,99,202,1568
ENSMUSG00000027375,1,2,2,1,4,1,1,0,0,0,8
ENSMUSG00000027376,0,0,2,0,0,0,0,0,0,0,0
ENSMUSG00000027377,0,0,0,0,0,0,0,0,0,0,4
ENSMUSG00000027378,51,58,49,30,105,77,90,77,1,8,23
ENSMUSG00000027379,561,529,361,159,376,645,292,375,11,24,145
ENSMUSG00000027380,0,0,0,1,0,0,0,0,0,0,0
ENSMUSG00000027381,175,104,124,159,222,200,195,97,10,16,80
ENSMUSG00000027384,144,115,91,74,115,152,135,65,6,12,80
ENSMUSG00000027386,1,0,3,1,0,0,0,4,0,1,4
ENSMUSG00000027387,347,260,298,212,339,320,267,207,7,31,166
ENSMUSG00000027394,160,90,109,133,204,196,264,103,5,12,94
ENSMUSG00000027395,446,311,290,401,542,397,491,258,19,44,214
ENSMUSG00000027397,1584,1124,1030,1191,1921,1713,2120,881,29,162,1154
ENSMUSG00000027398,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000027399,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000027400,2,0,2,0,1,3,0,2,0,0,0
ENSMUSG00000027401,254,328,210,190,220,233,223,32,3,3,11
ENSMUSG00000027403,0,0,0,0,0,0,0,0,0,0,1
ENSMUSG00000027404,2458,1984,1598,1607,2754,2871,2555,1664,25,123,1193
ENSMUSG00000027405,6302,5496,5486,5688,9001,6289,10343,3894,269,746,3686
ENSMUSG00000027406,681,576,490,251,800,898,602,564,4,28,459
ENSMUSG00000027408,15,12,12,21,33,25,53,11,1,2,36
ENSMUSG00000027409,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000027411,320,250,203,214,316,365,386,236,12,19,245
ENSMUSG00000027412,59,34,36,33,54,38,64,44,3,6,73
ENSMUSG00000027416,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000027419,1,2,3,1,1,2,1,1,0,0,0
ENSMUSG00000027420,4,0,2,4,5,5,2,1,0,1,5
ENSMUSG00000027422,1605,1383,1490,2780,3338,1913,4004,1420,131,372,2473
ENSMUSG00000027423,3251,3021,2185,1982,3231,3675,3694,2045,80,283,1860
ENSMUSG00000027424,403,320,281,104,276,360,194,207,1,9,61
ENSMUSG00000027425,252,191,179,180,229,207,302,179,5,24,179
ENSMUSG00000027427,354,246,227,154,330,324,272,240,9,19,206
ENSMUSG00000027428,113,103,64,21,45,160,56,105,1,1,33
ENSMUSG00000027429,491,400,283,199,390,486,273,301,8,34,292
ENSMUSG00000027430,209,154,136,77,219,261,122,221,6,12,96
ENSMUSG00000027431,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000027433,2990,2345,2275,2285,3532,2677,3580,1655,110,283,1738
ENSMUSG00000027434,2,0,0,0,5,0,0,4,0,0,0
ENSMUSG00000027435,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000027438,80,76,58,52,82,62,164,54,4,15,94
ENSMUSG00000027439,85,71,90,68,142,105,119,91,1,15,104
ENSMUSG00000027442,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000027443,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000027444,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000027445,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000027446,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000027447,823,623,485,204,703,1228,428,495,9,23,288
ENSMUSG00000027452,6,5,10,11,21,20,21,19,0,3,3
ENSMUSG00000027454,387,256,195,112,363,390,272,250,2,7,83
ENSMUSG00000027455,1297,971,978,453,1233,1467,678,858,15,40,383
ENSMUSG00000027456,18,23,15,29,32,25,36,18,3,2,62
ENSMUSG00000027457,0,0,1,1,3,2,4,0,0,1,0
ENSMUSG00000027459,282,267,214,412,453,384,520,182,24,55,261
ENSMUSG00000027460,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000027463,39,34,34,30,49,40,22,19,0,4,13
ENSMUSG00000027465,147,134,123,76,167,237,197,121,0,9,135
ENSMUSG00000027466,475,387,414,613,850,611,922,326,26,60,312
ENSMUSG00000027468,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000027469,2075,1771,1650,1392,2368,2036,2590,1365,64,176,1019
ENSMUSG00000027470,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000027472,571,515,500,880,1044,661,1109,348,86,104,816
ENSMUSG00000027474,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000027475,378,381,365,429,528,363,870,292,59,103,688
ENSMUSG00000027478,767,566,495,584,1307,1063,1054,725,7,68,363
ENSMUSG00000027479,3047,2163,2180,2426,3425,3023,3460,2078,159,357,2173
ENSMUSG00000027480,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000027481,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000027482,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000027483,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000027484,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000027485,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000027487,361,249,217,159,302,315,289,170,5,25,276
ENSMUSG00000027488,296,229,187,332,296,290,508,235,16,42,201
ENSMUSG00000027489,10,22,12,31,32,31,53,20,0,3,37
ENSMUSG00000027490,423,315,283,627,694,570,896,357,17,52,238
ENSMUSG00000027495,71,55,29,52,101,76,151,60,4,15,102
ENSMUSG00000027496,1301,992,841,688,1280,1245,1167,675,14,84,433
ENSMUSG00000027498,449,395,326,365,563,570,571,336,7,36,269
ENSMUSG00000027499,23,31,21,25,28,29,40,31,2,7,32
ENSMUSG00000027500,2272,1774,1526,685,2194,2577,1344,1303,10,35,383
ENSMUSG00000027502,722,659,567,828,962,788,1155,420,62,104,561
ENSMUSG00000027505,0,0,0,1,0,0,0,0,0,0,0
ENSMUSG00000027506,1148,994,825,604,1194,1439,1075,907,53,117,871
ENSMUSG00000027508,1,1,1,1,1,1,5,3,0,0,4
ENSMUSG00000027509,1351,1420,1042,1287,1532,1594,2094,786,62,194,1128
ENSMUSG00000027510,584,502,388,26,315,558,171,253,0,1,172
ENSMUSG00000027513,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000027514,0,0,0,1,0,0,1,0,0,0,0
ENSMUSG00000027517,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000027518,0,1,0,0,0,0,0,0,0,0,0
ENSMUSG00000027519,223,175,156,195,265,257,357,166,12,37,267
ENSMUSG00000027520,959,868,748,1107,1593,1155,1922,840,50,178,935
ENSMUSG00000027522,293,206,189,93,404,312,195,207,5,15,157
ENSMUSG00000027523,486,420,270,534,742,982,1207,854,24,63,493
ENSMUSG00000027524,1,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000027525,2,1,0,0,0,0,3,2,0,0,2
ENSMUSG00000027528,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000027530,0,1,0,1,0,0,0,0,0,0,0
ENSMUSG00000027531,712,634,432,295,595,859,541,488,16,42,444
ENSMUSG00000027533,917,689,618,478,766,754,616,382,13,49,328
ENSMUSG00000027534,189,164,171,190,227,204,251,160,9,26,165
ENSMUSG00000027536,171,126,127,255,302,283,333,131,6,14,135
ENSMUSG00000027540,569,437,417,389,624,553,778,449,21,66,639
ENSMUSG00000027544,3,5,1,8,21,7,13,9,1,3,14
ENSMUSG00000027546,199,183,169,271,321,197,493,107,38,108,526
ENSMUSG00000027547,2414,2117,1764,1697,2349,2576,1918,1224,49,104,635
ENSMUSG00000027550,298,227,211,205,311,255,426,223,11,48,248
ENSMUSG00000027551,326,292,227,181,302,395,301,241,8,10,140
ENSMUSG00000027552,109,106,89,126,170,194,218,75,5,25,114
ENSMUSG00000027555,31,15,20,18,42,21,47,16,0,3,26
ENSMUSG00000027556,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000027559,5,6,1,0,4,1,3,5,0,0,1
ENSMUSG00000027560,1,0,0,0,0,0,1,1,0,0,8
ENSMUSG00000027562,83,99,56,15,59,71,57,39,4,4,29
ENSMUSG00000027564,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000027566,4949,3719,3599,3754,5913,4782,5930,3381,164,476,3116
ENSMUSG00000027568,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000027569,154,165,128,72,125,129,125,93,2,22,80
ENSMUSG00000027570,0,1,0,0,7,1,4,3,1,0,9
ENSMUSG00000027573,1307,887,852,174,1043,1412,426,826,1,16,282
ENSMUSG00000027574,0,1,0,0,1,3,0,0,0,0,0
ENSMUSG00000027575,297,249,225,365,497,328,541,181,30,59,380
ENSMUSG00000027577,1,0,0,0,3,0,1,0,2,5,11
ENSMUSG00000027579,0,0,0,0,0,0,0,0,0,0,2
ENSMUSG00000027580,1,0,0,0,0,0,0,1,0,0,6
ENSMUSG00000027581,14,14,15,4,10,21,19,4,1,0,1
ENSMUSG00000027582,42,38,47,84,91,72,103,58,3,8,87
ENSMUSG00000027583,17,10,15,25,57,28,75,19,5,6,97
ENSMUSG00000027584,0,2,0,0,0,0,2,0,0,0,6
ENSMUSG00000027589,101,66,65,62,81,123,79,87,8,3,92
ENSMUSG00000027593,83,104,71,81,91,118,193,53,18,17,100
ENSMUSG00000027596,3,5,2,1,1,4,4,5,0,0,10
ENSMUSG00000027597,2597,2257,1684,1211,2640,3292,2440,1945,41,90,1386
ENSMUSG00000027598,256,259,179,198,244,300,274,171,16,27,231
ENSMUSG00000027599,1814,1450,1264,1351,2136,1919,2517,1220,29,178,1464
ENSMUSG00000027601,522,491,302,248,397,637,445,376,11,16,171
ENSMUSG00000027602,273,295,170,436,536,540,685,256,25,89,448
ENSMUSG00000027603,0,2,1,0,6,3,0,0,1,0,19
ENSMUSG00000027605,41,32,36,33,34,49,84,66,4,23,135
ENSMUSG00000027606,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000027610,114,96,84,120,122,105,141,67,8,21,145
ENSMUSG00000027611,21,9,7,5,9,17,10,9,2,6,90
ENSMUSG00000027612,11,7,5,7,5,5,14,2,0,0,8
ENSMUSG00000027613,1478,1162,996,1364,1644,1489,1640,896,94,148,865
ENSMUSG00000027615,80,75,66,20,59,103,25,51,1,2,23
ENSMUSG00000027618,158,154,84,48,105,200,105,117,2,3,63
ENSMUSG00000027620,4360,3707,3602,5569,7002,4252,8343,3012,414,786,4048
ENSMUSG00000027624,0,2,3,5,15,6,37,11,6,16,98
ENSMUSG00000027628,196,143,137,106,216,224,227,142,6,13,125
ENSMUSG00000027630,593,518,416,521,797,766,825,505,12,49,376
ENSMUSG00000027634,66,58,47,79,119,93,173,89,6,17,113
ENSMUSG00000027635,101,78,87,43,105,117,109,74,2,7,62
ENSMUSG00000027636,0,0,0,0,0,0,3,0,2,0,1
ENSMUSG00000027637,1490,1157,949,1042,2149,2049,1772,1262,11,78,1006
ENSMUSG00000027639,515,459,353,352,494,536,585,341,9,58,312
ENSMUSG00000027641,149,124,123,140,226,241,146,124,1,20,80
ENSMUSG00000027642,1255,949,887,1317,1886,1676,1877,1092,74,222,1186
ENSMUSG00000027643,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000027646,117,105,90,108,320,484,366,400,2,28,204
ENSMUSG00000027649,627,539,426,618,736,656,966,336,42,101,510
ENSMUSG00000027650,567,524,376,285,532,610,676,383,4,52,346
ENSMUSG00000027651,589,500,426,580,721,587,748,369,40,63,395
ENSMUSG00000027652,183,153,122,98,225,240,280,176,7,20,200
ENSMUSG00000027654,277,254,175,63,185,245,114,155,1,6,88
ENSMUSG00000027655,127,105,94,43,153,156,90,101,3,8,52
ENSMUSG00000027656,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000027660,85,74,35,40,56,95,89,105,0,6,72
ENSMUSG00000027661,0,0,0,0,0,0,0,0,0,5,34
ENSMUSG00000027663,627,540,423,802,1026,904,983,466,37,80,412
ENSMUSG00000027665,168,153,132,81,268,332,203,274,5,17,151
ENSMUSG00000027667,394,296,294,395,556,458,572,376,9,52,292
ENSMUSG00000027668,338,308,269,382,479,460,637,239,23,48,381
ENSMUSG00000027669,92,71,57,42,49,41,108,54,7,19,155
ENSMUSG00000027670,3,2,2,4,4,3,9,2,0,0,0
ENSMUSG00000027671,1963,1716,1348,1591,2009,2032,2388,1116,50,255,1200
ENSMUSG00000027673,2344,1592,1500,1289,2783,2541,2709,1693,33,159,1658
ENSMUSG00000027674,2,0,0,0,0,3,0,0,0,0,3
ENSMUSG00000027676,20,4,7,4,10,15,14,3,0,3,11
ENSMUSG00000027677,498,437,398,224,482,512,559,311,13,57,334
ENSMUSG00000027678,692,632,509,457,782,871,617,364,38,54,372
ENSMUSG00000027679,776,515,496,130,559,947,373,515,3,14,254
ENSMUSG00000027680,3294,2567,2589,2437,5013,3334,4590,2426,93,321,2687
ENSMUSG00000027684,5,0,2,11,7,3,7,6,0,0,6
ENSMUSG00000027690,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000027692,11,14,11,44,43,35,68,24,11,26,114
ENSMUSG00000027694,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000027695,2,3,1,0,2,0,7,1,0,0,25
ENSMUSG00000027698,145,142,139,88,152,131,209,109,7,18,228
ENSMUSG00000027699,608,472,469,175,517,566,317,355,12,21,158
ENSMUSG00000027702,357,312,292,261,501,394,304,147,2,6,39
ENSMUSG00000027703,48,27,28,25,37,52,27,23,0,0,6
ENSMUSG00000027706,2338,1896,1595,773,2139,2644,1805,1788,23,108,1392
ENSMUSG00000027708,323,254,244,292,454,377,550,300,14,32,317
ENSMUSG00000027709,174,155,113,22,137,202,85,135,1,6,90
ENSMUSG00000027710,185,130,140,123,201,209,234,100,1,10,108
ENSMUSG00000027712,28,20,23,37,79,66,75,71,10,22,224
ENSMUSG00000027713,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000027714,692,589,473,348,792,783,679,522,19,34,331
ENSMUSG00000027715,1711,1417,1075,541,1355,2058,923,1045,16,42,337
ENSMUSG00000027716,0,1,1,0,0,0,0,0,0,0,0
ENSMUSG00000027718,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000027719,1,0,0,0,1,3,0,1,0,0,2
ENSMUSG00000027720,111,106,82,187,181,184,313,72,12,20,98
ENSMUSG00000027722,250,151,171,124,153,264,114,120,9,17,66
ENSMUSG00000027737,27,11,8,3,2,6,12,5,0,2,5
ENSMUSG00000027739,559,425,404,175,551,524,354,295,4,20,337
ENSMUSG00000027742,125,99,72,25,73,126,71,85,1,5,63
ENSMUSG00000027744,0,1,0,0,0,0,0,0,0,4,0
ENSMUSG00000027746,540,544,421,339,558,648,566,377,20,66,348
ENSMUSG00000027748,0,0,0,2,0,0,0,0,0,1,1
ENSMUSG00000027750,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000027751,385,307,265,169,363,367,301,228,5,16,229
ENSMUSG00000027752,1753,1350,1224,1326,2271,1916,2396,1169,12,134,940
ENSMUSG00000027761,22,17,11,3,14,28,14,12,0,0,0
ENSMUSG00000027762,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000027763,113,148,130,93,190,216,238,138,7,16,129
ENSMUSG00000027765,8,6,6,5,6,9,8,10,0,0,18
ENSMUSG00000027770,1145,955,813,320,1077,1303,845,951,29,55,529
ENSMUSG00000027774,520,491,338,155,436,676,292,300,5,21,220
ENSMUSG00000027775,925,668,681,425,1054,1032,1097,718,9,54,919
ENSMUSG00000027776,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000027777,244,187,200,41,204,343,130,197,0,7,122
ENSMUSG00000027778,75,77,70,33,95,96,59,70,5,6,66
ENSMUSG00000027782,957,759,715,1213,1455,954,1622,579,50,143,802
ENSMUSG00000027784,76,47,49,43,102,56,117,33,1,12,166
ENSMUSG00000027787,546,514,394,77,476,764,250,376,5,11,201
ENSMUSG00000027788,0,0,0,0,0,0,0,0,0,0,1
ENSMUSG00000027790,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000027792,2,7,1,0,7,3,12,4,0,1,7
ENSMUSG00000027793,2,3,0,0,6,2,4,3,0,0,4
ENSMUSG00000027794,17,25,14,28,83,115,65,62,0,3,144
ENSMUSG00000027796,0,0,3,0,0,0,1,0,0,0,1
ENSMUSG00000027797,2,3,0,17,21,18,23,20,3,4,73
ENSMUSG00000027799,67,46,38,67,67,61,126,44,10,10,89
ENSMUSG00000027800,0,0,0,1,0,0,0,0,0,0,0
ENSMUSG00000027801,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000027803,280,168,152,196,312,259,256,133,9,23,280
ENSMUSG00000027804,1659,1392,1182,1490,1655,1839,1913,1098,50,175,775
ENSMUSG00000027805,88,61,54,21,122,180,67,150,1,3,102
ENSMUSG00000027806,135,118,109,84,150,155,144,75,3,14,106
ENSMUSG00000027808,901,905,625,958,1178,1289,1188,535,39,112,860
ENSMUSG00000027809,110,82,58,33,63,133,47,85,1,3,33
ENSMUSG00000027810,649,552,416,226,530,717,408,508,18,25,222
ENSMUSG00000027811,61,62,20,5,30,137,16,86,0,0,7
ENSMUSG00000027820,9,10,16,29,29,29,19,11,0,3,29
ENSMUSG00000027822,74,62,44,3,33,96,23,47,0,0,21
ENSMUSG00000027823,601,510,510,530,1031,877,1013,598,12,51,510
ENSMUSG00000027824,1,0,0,0,0,0,0,0,0,0,0
